alpha,call_id,ema_ms,end_to_end_ms,feat_ms,feature_type,final_S,first_alert_ms,fwd_ms,kind,label,load_ms,n_segments,peak_seg_ms,prob,rep,score_S,segment_id,tau,total_call_ms
,,0.000625,7.002865,6.412709,mfcc,,,0.158594,segment,0,0.430937,,,0.5235471725463867,4,0.3664830207824707,d04j18s016060_28,,
,,0.000677,6.684792,6.060625,mfcc,,,0.142656,segment,0,0.480834,,,0.5235471725463867,5,0.3664830207824707,d04j18s016060_28,,
,,0.000729,6.665417,6.08474,mfcc,,,0.149115,segment,0,0.430833,,,0.5235471725463867,6,0.3664830207824707,d04j18s016060_28,,
,,0.000625,6.78026,6.124792,mfcc,,,0.145,segment,0,0.509843,,,0.5235471725463867,7,0.3664830207824707,d04j18s016060_28,,
,,0.00052,6.731198,6.162709,mfcc,,,0.137396,segment,0,0.430573,,,0.5235471725463867,8,0.3664830207824707,d04j18s016060_28,,
,,0.000677,6.238021,5.68875,mfcc,,,0.142292,segment,0,0.406302,,,0.5235471725463867,9,0.3664830207824707,d04j18s016060_28,,
,,0.000885,7.147812,1.385052,mfcc,,,0.148282,segment,1,5.613593,,,0.9999986886978149,0,0.6999990820884704,vishing_575_0,,
,,0.000677,1.632292,1.342552,mfcc,,,0.127084,segment,1,0.161979,,,0.9999986886978149,1,0.6999990820884704,vishing_575_0,,
,,0.000573,1.615052,1.331458,mfcc,,,0.134323,segment,1,0.148698,,,0.9999986886978149,2,0.6999990820884704,vishing_575_0,,
,,0.000625,1.576093,1.303281,mfcc,,,0.122083,segment,1,0.150104,,,0.9999986886978149,3,0.6999990820884704,vishing_575_0,,
,,0.000573,1.589375,1.325313,mfcc,,,0.122656,segment,1,0.140833,,,0.9999986886978149,4,0.6999990820884704,vishing_575_0,,
,,0.000521,1.543958,1.266093,mfcc,,,0.13875,segment,1,0.138594,,,0.9999986886978149,5,0.6999990820884704,vishing_575_0,,
,,0.000573,1.584792,1.329011,mfcc,,,0.116406,segment,1,0.138802,,,0.9999986886978149,6,0.6999990820884704,vishing_575_0,,
,,0.000625,1.529844,1.277187,mfcc,,,0.11323,segment,1,0.138802,,,0.9999986886978149,7,0.6999990820884704,vishing_575_0,,
,,0.000468,1.518489,1.268541,mfcc,,,0.110157,segment,1,0.139323,,,0.9999986886978149,8,0.6999990820884704,vishing_575_0,,
,,0.000521,1.577604,1.328854,mfcc,,,0.111666,segment,1,0.136563,,,0.9999986886978149,9,0.6999990820884704,vishing_575_0,,
,,0.001042,4.303334,3.366198,mfcc,,,0.169583,segment,1,0.766511,,,0.999988317489624,0,0.6999918222427368,vishing_304_322,,
,,0.000677,4.942136,3.109583,mfcc,,,1.617917,segment,1,0.213959,,,0.999988317489624,1,0.6999918222427368,vishing_304_322,,
,,0.000781,3.603438,3.234583,mfcc,,,0.139063,segment,1,0.229011,,,0.999988317489624,2,0.6999918222427368,vishing_304_322,,
,,0.000625,3.501718,3.166667,mfcc,,,0.125729,segment,1,0.208697,,,0.999988317489624,3,0.6999918222427368,vishing_304_322,,
,,0.000625,3.51224,3.078281,mfcc,,,0.234792,segment,1,0.198542,,,0.999988317489624,4,0.6999918222427368,vishing_304_322,,
,,0.000625,3.425312,3.09349,mfcc,,,0.129166,segment,1,0.202031,,,0.999988317489624,5,0.6999918222427368,vishing_304_322,,
,,0.000521,4.015156,3.160365,mfcc,,,0.647812,segment,1,0.206458,,,0.999988317489624,6,0.6999918222427368,vishing_304_322,,
,,0.000781,4.124479,3.174948,mfcc,,,0.739427,segment,1,0.209323,,,0.999988317489624,7,0.6999918222427368,vishing_304_322,,
,,0.000833,4.780886,3.291459,mfcc,,,1.261094,segment,1,0.2275,,,0.999988317489624,8,0.6999918222427368,vishing_304_322,,
,,0.000729,4.333958,3.536615,mfcc,,,0.534062,segment,1,0.262552,,,0.999988317489624,9,0.6999918222427368,vishing_304_322,,
,,0.000834,4.494688,2.206511,mfcc,,,0.141145,segment,1,2.146198,,,0.9979293346405029,0,0.698550534248352,vishing_327_8,,
,,0.000573,2.47448,2.172552,mfcc,,,0.115,segment,1,0.186355,,,0.9979293346405029,1,0.698550534248352,vishing_327_8,,
,,0.000573,2.52948,2.207552,mfcc,,,0.151094,segment,1,0.170261,,,0.9979293346405029,2,0.698550534248352,vishing_327_8,,
,,0.000573,2.545729,2.220469,mfcc,,,0.145156,segment,1,0.179531,,,0.9979293346405029,3,0.698550534248352,vishing_327_8,,
,,0.000573,2.538385,2.222917,mfcc,,,0.134531,segment,1,0.180364,,,0.9979293346405029,4,0.698550534248352,vishing_327_8,,
,,0.000521,2.446875,2.152031,mfcc,,,0.122448,segment,1,0.171875,,,0.9979293346405029,5,0.698550534248352,vishing_327_8,,
,,0.000625,2.503282,2.201406,mfcc,,,0.129115,segment,1,0.172136,,,0.9979293346405029,6,0.698550534248352,vishing_327_8,,
,,0.000468,2.466562,2.175156,mfcc,,,0.115521,segment,1,0.175417,,,0.9979293346405029,7,0.698550534248352,vishing_327_8,,
,,0.000521,2.52151,2.194427,mfcc,,,0.154219,segment,1,0.172343,,,0.9979293346405029,8,0.698550534248352,vishing_327_8,,
,,0.00052,2.468281,2.170365,mfcc,,,0.128125,segment,1,0.169271,,,0.9979293346405029,9,0.698550534248352,vishing_327_8,,
,,0.001458,7.570833,6.017865,mfcc,,,0.251302,segment,0,1.300208,,,0.4105495512485504,0,0.28738468587398525,d01j020s006622_1,,
,,0.000729,6.044479,5.332292,mfcc,,,0.212917,segment,0,0.498541,,,0.4105495512485504,1,0.28738468587398525,d01j020s006622_1,,
,,0.000625,6.470729,5.133229,mfcc,,,0.902708,segment,0,0.434167,,,0.4105495512485504,2,0.28738468587398525,d01j020s006622_1,,
,,0.00099,6.444479,5.379688,mfcc,,,0.621041,segment,0,0.44276,,,0.4105495512485504,3,0.28738468587398525,d01j020s006622_1,,
,,0.000677,5.925156,5.289166,mfcc,,,0.165573,segment,0,0.46974,,,0.4105495512485504,4,0.28738468587398525,d01j020s006622_1,,
,,0.000625,5.855834,5.241458,mfcc,,,0.182396,segment,0,0.431355,,,0.4105495512485504,5,0.28738468587398525,d01j020s006622_1,,
,,0.000469,5.80974,5.214792,mfcc,,,0.149062,segment,0,0.445417,,,0.4105495512485504,6,0.28738468587398525,d01j020s006622_1,,
,,0.000573,5.65349,5.098542,mfcc,,,0.146875,segment,0,0.4075,,,0.4105495512485504,7,0.28738468587398525,d01j020s006622_1,,
,,0.000833,5.65625,5.107812,mfcc,,,0.173959,segment,0,0.373646,,,0.4105495512485504,8,0.28738468587398525,d01j020s006622_1,,
,,0.000677,5.892396,5.288386,mfcc,,,0.192917,segment,0,0.410416,,,0.4105495512485504,9,0.28738468587398525,d01j020s006622_1,,
,,0.002083,13.281406,6.626822,mfcc,,,0.234688,segment,1,6.417813,,,0.9997355341911316,0,0.699814873933792,vishing_368_109,,
,,0.000677,7.011614,6.276666,mfcc,,,0.162448,segment,1,0.571823,,,0.9997355341911316,1,0.699814873933792,vishing_368_109,,
,,0.00073,6.787917,6.138802,mfcc,,,0.174791,segment,1,0.473594,,,0.9997355341911316,2,0.699814873933792,vishing_368_109,,
,,0.000677,6.976719,6.3025,mfcc,,,0.188281,segment,1,0.485261,,,0.9997355341911316,3,0.699814873933792,vishing_368_109,,
,,0.00073,6.822865,6.144635,mfcc,,,0.191406,segment,1,0.486094,,,0.9997355341911316,4,0.699814873933792,vishing_368_109,,
,,0.000833,7.159375,6.286511,mfcc,,,0.396875,segment,1,0.475156,,,0.9997355341911316,5,0.699814873933792,vishing_368_109,,
,,0.000885,6.800885,6.177135,mfcc,,,0.155313,segment,1,0.467552,,,0.9997355341911316,6,0.699814873933792,vishing_368_109,,
,,0.000521,6.588803,6.002448,mfcc,,,0.149584,segment,1,0.43625,,,0.9997355341911316,7,0.699814873933792,vishing_368_109,,
,,0.000677,6.853802,6.251354,mfcc,,,0.162031,segment,1,0.43974,,,0.9997355341911316,8,0.699814873933792,vishing_368_109,,
,,0.000885,7.197656,6.534115,mfcc,,,0.160521,segment,1,0.502135,,,0.9997355341911316,9,0.699814873933792,vishing_368_109,,
,,0.000937,14.548177,8.026302,mfcc,,,0.197084,segment,1,6.323854,,,0.9995099306106567,0,0.6996569514274597,vishing_597_21,,
,,0.000833,8.62599,7.806093,mfcc,,,0.223386,segment,1,0.595678,,,0.9995099306106567,1,0.6996569514274597,vishing_597_21,,
,,0.000833,8.861979,8.006875,mfcc,,,0.183438,segment,1,0.670833,,,0.9995099306106567,2,0.6996569514274597,vishing_597_21,,
,,0.000989,8.07125,7.340469,mfcc,,,0.15349,segment,1,0.576302,,,0.9995099306106567,3,0.6996569514274597,vishing_597_21,,
,,0.000521,8.2525,7.570417,mfcc,,,0.13802,segment,1,0.543542,,,0.9995099306106567,4,0.6996569514274597,vishing_597_21,,
,,0.000729,8.035729,7.383593,mfcc,,,0.143021,segment,1,0.508386,,,0.9995099306106567,5,0.6996569514274597,vishing_597_21,,
,,0.000938,8.720469,8.024479,mfcc,,,0.146927,segment,1,0.548125,,,0.9995099306106567,6,0.6996569514274597,vishing_597_21,,
,,0.000833,8.240625,7.550156,mfcc,,,0.162813,segment,1,0.526823,,,0.9995099306106567,7,0.6996569514274597,vishing_597_21,,
,,0.000729,8.23474,7.546771,mfcc,,,0.147761,segment,1,0.539479,,,0.9995099306106567,8,0.6996569514274597,vishing_597_21,,
,,0.000834,8.719167,8.003177,mfcc,,,0.166146,segment,1,0.54901,,,0.9995099306106567,9,0.6996569514274597,vishing_597_21,,
,,0.00125,9.553177,5.903802,mfcc,,,0.207136,segment,0,3.440989,,,0.29286816716194153,0,0.20500771701335907,d02j08s004829_9,,
,,0.000625,6.525469,5.897083,mfcc,,,0.157604,segment,0,0.470157,,,0.29286816716194153,1,0.20500771701335907,d02j08s004829_9,,
,,0.000625,6.86651,6.271979,mfcc,,,0.148021,segment,0,0.445885,,,0.29286816716194153,2,0.20500771701335907,d02j08s004829_9,,
,,0.000729,6.752239,6.161614,mfcc,,,0.154115,segment,0,0.435781,,,0.29286816716194153,3,0.20500771701335907,d02j08s004829_9,,
,,0.000573,6.755104,6.153594,mfcc,,,0.150052,segment,0,0.450885,,,0.29286816716194153,4,0.20500771701335907,d02j08s004829_9,,
,,0.000677,6.726302,6.144167,mfcc,,,0.156823,segment,0,0.424635,,,0.29286816716194153,5,0.20500771701335907,d02j08s004829_9,,
,,0.000625,7.214687,6.552083,mfcc,,,0.204896,segment,0,0.457083,,,0.29286816716194153,6,0.20500771701335907,d02j08s004829_9,,
,,0.000625,6.733854,6.118541,mfcc,,,0.155886,segment,0,0.458802,,,0.29286816716194153,7,0.20500771701335907,d02j08s004829_9,,
,,0.000677,6.828489,6.222031,mfcc,,,0.155,segment,0,0.450781,,,0.29286816716194153,8,0.20500771701335907,d02j08s004829_9,,
,,0.000573,7.048645,6.439166,mfcc,,,0.158854,segment,0,0.450052,,,0.29286816716194153,9,0.20500771701335907,d02j08s004829_9,,
,,0.000833,5.499688,1.507916,mfcc,,,0.134532,segment,0,3.856407,,,0.29423582553863525,0,0.20596507787704466,d01j020s006667_29,,
,,0.000521,1.694584,1.425469,mfcc,,,0.116354,segment,0,0.15224,,,0.29423582553863525,1,0.20596507787704466,d01j020s006667_29,,
,,0.000469,1.703594,1.427396,mfcc,,,0.121354,segment,0,0.154375,,,0.29423582553863525,2,0.20596507787704466,d01j020s006667_29,,
,,0.000469,1.697031,1.425625,mfcc,,,0.126094,segment,0,0.144843,,,0.29423582553863525,3,0.20596507787704466,d01j020s006667_29,,
,,0.000521,1.699167,1.429323,mfcc,,,0.1275,segment,0,0.141823,,,0.29423582553863525,4,0.20596507787704466,d01j020s006667_29,,
,,0.000469,1.739896,1.466823,mfcc,,,0.126875,segment,0,0.145729,,,0.29423582553863525,5,0.20596507787704466,d01j020s006667_29,,
,,0.000469,1.679479,1.416667,mfcc,,,0.125156,segment,0,0.137187,,,0.29423582553863525,6,0.20596507787704466,d01j020s006667_29,,
,,0.000625,1.642605,1.38125,mfcc,,,0.120417,segment,0,0.140313,,,0.29423582553863525,7,0.20596507787704466,d01j020s006667_29,,
,,0.000416,1.687552,1.429792,mfcc,,,0.116042,segment,0,0.141302,,,0.29423582553863525,8,0.20596507787704466,d01j020s006667_29,,
,,0.000573,1.65099,1.380885,mfcc,,,0.127396,segment,0,0.142136,,,0.29423582553863525,9,0.20596507787704466,d01j020s006667_29,,
,,0.000989,8.699895,6.076562,mfcc,,,0.161615,segment,1,2.460729,,,0.9999877214431763,0,0.6999914050102234,vishing_523_77,,
,,0.000573,6.351198,5.747032,mfcc,,,0.142864,segment,1,0.460729,,,0.9999877214431763,1,0.6999914050102234,vishing_523_77,,
,,0.000833,6.592552,6.014896,mfcc,,,0.164271,segment,1,0.412552,,,0.9999877214431763,2,0.6999914050102234,vishing_523_77,,
,,0.000625,6.283698,5.649167,mfcc,,,0.137031,segment,1,0.496875,,,0.9999877214431763,3,0.6999914050102234,vishing_523_77,,
,,0.001041,7.589739,6.963594,mfcc,,,0.21125,segment,1,0.413854,,,0.9999877214431763,4,0.6999914050102234,vishing_523_77,,
,,0.000885,8.431146,7.591927,mfcc,,,0.266667,segment,1,0.571667,,,0.9999877214431763,5,0.6999914050102234,vishing_523_77,,
,,0.001094,9.280677,7.675937,mfcc,,,1.009011,segment,1,0.594635,,,0.9999877214431763,6,0.6999914050102234,vishing_523_77,,
,,0.000782,8.126146,6.994011,mfcc,,,0.311614,segment,1,0.819739,,,0.9999877214431763,7,0.6999914050102234,vishing_523_77,,
,,0.000782,7.926771,7.024583,mfcc,,,0.26276,segment,1,0.638646,,,0.9999877214431763,8,0.6999914050102234,vishing_523_77,,
,,0.001145,7.86026,6.953333,mfcc,,,0.305782,segment,1,0.6,,,0.9999877214431763,9,0.6999914050102234,vishing_523_77,,
,,0.000781,3.623021,2.321094,mfcc,,,0.140625,segment,0,1.160521,,,0.3288666903972626,0,0.23020668327808377,d01j01s000551_9,,
,,0.000573,2.636302,2.301302,mfcc,,,0.132396,segment,0,0.202031,,,0.3288666903972626,1,0.23020668327808377,d01j01s000551_9,,
,,0.000521,2.540209,2.24698,mfcc,,,0.118229,segment,0,0.174479,,,0.3288666903972626,2,0.23020668327808377,d01j01s000551_9,,
,,0.000573,2.509271,2.21349,mfcc,,,0.123906,segment,0,0.171302,,,0.3288666903972626,3,0.23020668327808377,d01j01s000551_9,,
,,0.000729,2.566615,2.275417,mfcc,,,0.12,segment,0,0.170469,,,0.3288666903972626,4,0.23020668327808377,d01j01s000551_9,,
,,0.000625,2.957864,2.304323,mfcc,,,0.471198,segment,0,0.181718,,,0.3288666903972626,5,0.23020668327808377,d01j01s000551_9,,
,,0.000573,2.562448,2.253125,mfcc,,,0.135573,segment,0,0.173177,,,0.3288666903972626,6,0.23020668327808377,d01j01s000551_9,,
,,0.000521,2.612864,2.311667,mfcc,,,0.127135,segment,0,0.173541,,,0.3288666903972626,7,0.23020668327808377,d01j01s000551_9,,
,,0.000469,2.617396,2.319375,mfcc,,,0.12375,segment,0,0.173802,,,0.3288666903972626,8,0.23020668327808377,d01j01s000551_9,,
,,0.00052,2.608125,2.306563,mfcc,,,0.124115,segment,0,0.176927,,,0.3288666903972626,9,0.23020668327808377,d01j01s000551_9,,
,,0.000937,12.551875,4.945312,mfcc,,,1.372709,segment,0,6.232917,,,0.3378083407878876,0,0.23646583855152128,d02j08s000640_2,,
,,0.00073,5.940209,5.328229,mfcc,,,0.180677,segment,0,0.430573,,,0.3378083407878876,1,0.23646583855152128,d02j08s000640_2,,
,,0.000833,5.657031,5.067917,mfcc,,,0.163125,segment,0,0.425156,,,0.3378083407878876,2,0.23646583855152128,d02j08s000640_2,,
,,0.000625,5.853854,5.295573,mfcc,,,0.162292,segment,0,0.395364,,,0.3378083407878876,3,0.23646583855152128,d02j08s000640_2,,
,,0.000729,5.783073,5.137292,mfcc,,,0.202083,segment,0,0.442969,,,0.3378083407878876,4,0.23646583855152128,d02j08s000640_2,,
,,0.000625,5.664687,5.115782,mfcc,,,0.14776,segment,0,0.40052,,,0.3378083407878876,5,0.23646583855152128,d02j08s000640_2,,
,,0.000625,5.249427,4.736875,mfcc,,,0.140313,segment,0,0.371614,,,0.3378083407878876,6,0.23646583855152128,d02j08s000640_2,,
,,0.000625,5.371302,4.876042,mfcc,,,0.139687,segment,0,0.354948,,,0.3378083407878876,7,0.23646583855152128,d02j08s000640_2,,
,,0.000625,5.501719,4.989375,mfcc,,,0.149792,segment,0,0.361927,,,0.3378083407878876,8,0.23646583855152128,d02j08s000640_2,,
,,0.000625,5.312135,4.815,mfcc,,,0.139219,segment,0,0.357291,,,0.3378083407878876,9,0.23646583855152128,d02j08s000640_2,,
,,0.000938,10.460052,3.16526,mfcc,,,0.141979,segment,0,7.151875,,,0.3041975796222687,0,0.21293830573558806,d01j020s003787_31,,
,,0.000625,3.289531,2.942552,mfcc,,,0.128958,segment,0,0.217396,,,0.3041975796222687,1,0.21293830573558806,d01j020s003787_31,,
,,0.000677,3.433906,3.098854,mfcc,,,0.12849,segment,0,0.205885,,,0.3041975796222687,2,0.21293830573558806,d01j020s003787_31,,
,,0.000625,3.440989,3.120365,mfcc,,,0.131562,segment,0,0.188437,,,0.3041975796222687,3,0.21293830573558806,d01j020s003787_31,,
,,0.00052,3.405885,3.08875,mfcc,,,0.129167,segment,0,0.187448,,,0.3041975796222687,4,0.21293830573558806,d01j020s003787_31,,
,,0.000521,3.465885,3.150937,mfcc,,,0.126302,segment,0,0.188125,,,0.3041975796222687,5,0.21293830573558806,d01j020s003787_31,,
,,0.00052,3.496875,3.178542,mfcc,,,0.124688,segment,0,0.193125,,,0.3041975796222687,6,0.21293830573558806,d01j020s003787_31,,
,,0.000521,3.447396,3.13974,mfcc,,,0.118906,segment,0,0.188229,,,0.3041975796222687,7,0.21293830573558806,d01j020s003787_31,,
,,0.000469,3.433907,3.121823,mfcc,,,0.12375,segment,0,0.187865,,,0.3041975796222687,8,0.21293830573558806,d01j020s003787_31,,
,,0.000625,3.380677,3.065833,mfcc,,,0.126979,segment,0,0.18724,,,0.3041975796222687,9,0.21293830573558806,d01j020s003787_31,,
,,0.001407,17.371771,7.567448,mfcc,,,0.149583,segment,0,9.653333,,,0.40224042534828186,0,0.28156829774379727,d02j09s004760_3,,
,,0.000938,8.003125,7.29198,mfcc,,,0.180989,segment,0,0.529218,,,0.40224042534828186,1,0.28156829774379727,d02j09s004760_3,,
,,0.000729,8.933177,7.925052,mfcc,,,0.237448,segment,0,0.769948,,,0.40224042534828186,2,0.28156829774379727,d02j09s004760_3,,
,,0.001303,9.2375,7.23927,mfcc,,,1.393177,segment,0,0.60375,,,0.40224042534828186,3,0.28156829774379727,d02j09s004760_3,,
,,0.000938,8.279219,7.342187,mfcc,,,0.230625,segment,0,0.705469,,,0.40224042534828186,4,0.28156829774379727,d02j09s004760_3,,
,,0.000886,7.858282,7.060208,mfcc,,,0.185156,segment,0,0.612032,,,0.40224042534828186,5,0.28156829774379727,d02j09s004760_3,,
,,0.000729,7.646979,6.948646,mfcc,,,0.157292,segment,0,0.540312,,,0.40224042534828186,6,0.28156829774379727,d02j09s004760_3,,
,,0.000729,7.411823,6.750156,mfcc,,,0.177969,segment,0,0.482969,,,0.40224042534828186,7,0.28156829774379727,d02j09s004760_3,,
,,0.000885,7.42599,6.72125,mfcc,,,0.189688,segment,0,0.514167,,,0.40224042534828186,8,0.28156829774379727,d02j09s004760_3,,
,,0.000989,7.532552,6.802187,mfcc,,,0.215053,segment,0,0.514323,,,0.40224042534828186,9,0.28156829774379727,d02j09s004760_3,,
,,0.00125,13.762864,5.826198,mfcc,,,0.15427,segment,0,7.781146,,,0.22873003780841827,0,0.1601110264658928,d01j020s004061_28,,
,,0.000729,6.52375,5.895521,mfcc,,,0.148646,segment,0,0.478854,,,0.22873003780841827,1,0.1601110264658928,d01j020s004061_28,,
,,0.000625,6.686823,6.124375,mfcc,,,0.145677,segment,0,0.416146,,,0.22873003780841827,2,0.1601110264658928,d01j020s004061_28,,
,,0.000781,6.597969,5.990833,mfcc,,,0.177292,segment,0,0.429063,,,0.22873003780841827,3,0.1601110264658928,d01j020s004061_28,,
,,0.000573,6.613542,6.026771,mfcc,,,0.152292,segment,0,0.433906,,,0.22873003780841827,4,0.1601110264658928,d01j020s004061_28,,
,,0.00052,6.680312,6.089219,mfcc,,,0.150261,segment,0,0.440312,,,0.22873003780841827,5,0.1601110264658928,d01j020s004061_28,,
,,0.00073,6.557084,5.985677,mfcc,,,0.148593,segment,0,0.422084,,,0.22873003780841827,6,0.1601110264658928,d01j020s004061_28,,
,,0.000625,6.621823,6.047448,mfcc,,,0.146667,segment,0,0.427083,,,0.22873003780841827,7,0.1601110264658928,d01j020s004061_28,,
,,0.000781,6.535364,5.968802,mfcc,,,0.139375,segment,0,0.426406,,,0.22873003780841827,8,0.1601110264658928,d01j020s004061_28,,
,,0.000573,6.087032,5.522344,mfcc,,,0.138542,segment,0,0.425573,,,0.22873003780841827,9,0.1601110264658928,d01j020s004061_28,,
,,0.001146,2.628594,1.324115,mfcc,,,0.129427,segment,1,1.173906,,,0.9998558759689331,0,0.6998991131782532,vishing_653_28,,
,,0.000521,1.515312,1.241458,mfcc,,,0.126979,segment,1,0.146354,,,0.9998558759689331,1,0.6998991131782532,vishing_653_28,,
,,0.000625,1.551354,1.293593,mfcc,,,0.12224,segment,1,0.134896,,,0.9998558759689331,2,0.6998991131782532,vishing_653_28,,
,,0.000521,1.51026,1.251718,mfcc,,,0.124375,segment,1,0.133646,,,0.9998558759689331,3,0.6998991131782532,vishing_653_28,,
,,0.000521,1.505989,1.245208,mfcc,,,0.123489,segment,1,0.136771,,,0.9998558759689331,4,0.6998991131782532,vishing_653_28,,
,,0.00052,1.530468,1.285313,mfcc,,,0.114896,segment,1,0.129739,,,0.9998558759689331,5,0.6998991131782532,vishing_653_28,,
,,0.000469,1.524844,1.271354,mfcc,,,0.119479,segment,1,0.133542,,,0.9998558759689331,6,0.6998991131782532,vishing_653_28,,
,,0.000625,1.535364,1.237813,mfcc,,,0.167864,segment,1,0.129062,,,0.9998558759689331,7,0.6998991131782532,vishing_653_28,,
,,0.000521,1.512136,1.261458,mfcc,,,0.119636,segment,1,0.130521,,,0.9998558759689331,8,0.6998991131782532,vishing_653_28,,
,,0.000469,1.528854,1.274219,mfcc,,,0.12302,segment,1,0.131146,,,0.9998558759689331,9,0.6998991131782532,vishing_653_28,,
,,0.00125,10.504739,4.629843,mfcc,,,0.135052,segment,0,5.738594,,,0.7393833994865417,0,0.5175683796405792,d02j12s000074_1,,
,,0.000678,5.127709,4.618437,mfcc,,,0.145156,segment,0,0.363438,,,0.7393833994865417,1,0.5175683796405792,d02j12s000074_1,,
,,0.000677,5.320573,4.814167,mfcc,,,0.138542,segment,0,0.367187,,,0.7393833994865417,2,0.5175683796405792,d02j12s000074_1,,
,,0.000625,5.234115,4.719584,mfcc,,,0.148021,segment,0,0.365885,,,0.7393833994865417,3,0.5175683796405792,d02j12s000074_1,,
,,0.000573,5.250833,4.75776,mfcc,,,0.138021,segment,0,0.354479,,,0.7393833994865417,4,0.5175683796405792,d02j12s000074_1,,
,,0.000521,5.394896,4.921198,mfcc,,,0.130469,segment,0,0.342708,,,0.7393833994865417,5,0.5175683796405792,d02j12s000074_1,,
,,0.000573,5.141614,4.670677,mfcc,,,0.130364,segment,0,0.34,,,0.7393833994865417,6,0.5175683796405792,d02j12s000074_1,,
,,0.000625,5.183959,4.71099,mfcc,,,0.13224,segment,0,0.340104,,,0.7393833994865417,7,0.5175683796405792,d02j12s000074_1,,
,,0.000729,5.205729,4.704688,mfcc,,,0.154427,segment,0,0.345885,,,0.7393833994865417,8,0.5175683796405792,d02j12s000074_1,,
,,0.000886,5.824427,4.996875,mfcc,,,0.452187,segment,0,0.374479,,,0.7393833994865417,9,0.5175683796405792,d02j12s000074_1,,
,,0.000833,9.938958,1.838959,mfcc,,,0.79,segment,1,7.309166,,,0.9998385906219482,0,0.6998870134353637,vishing_552_17,,
,,0.000782,2.687136,1.757188,mfcc,,,0.756562,segment,1,0.172604,,,0.9998385906219482,1,0.6998870134353637,vishing_552_17,,
,,0.000573,2.036927,1.751771,mfcc,,,0.129896,segment,1,0.154687,,,0.9998385906219482,2,0.6998870134353637,vishing_552_17,,
,,0.000469,2.008073,1.734896,mfcc,,,0.120417,segment,1,0.152291,,,0.9998385906219482,3,0.6998870134353637,vishing_552_17,,
,,0.000573,2.076875,1.819115,mfcc,,,0.109531,segment,1,0.147656,,,0.9998385906219482,4,0.6998870134353637,vishing_552_17,,
,,0.00052,2.064583,1.786979,mfcc,,,0.127136,segment,1,0.149948,,,0.9998385906219482,5,0.6998870134353637,vishing_552_17,,
,,0.000625,2.075261,1.813229,mfcc,,,0.115365,segment,1,0.146042,,,0.9998385906219482,6,0.6998870134353637,vishing_552_17,,
,,0.000521,2.029948,1.746927,mfcc,,,0.123125,segment,1,0.159375,,,0.9998385906219482,7,0.6998870134353637,vishing_552_17,,
,,0.000521,2.029896,1.771094,mfcc,,,0.111094,segment,1,0.147187,,,0.9998385906219482,8,0.6998870134353637,vishing_552_17,,
,,0.000625,2.049166,1.756875,mfcc,,,0.14177,segment,1,0.149896,,,0.9998385906219482,9,0.6998870134353637,vishing_552_17,,
,,0.001302,8.217448,2.315833,mfcc,,,0.148646,segment,1,5.751667,,,0.9936961531639099,0,0.6955873072147369,vishing_304_63,,
,,0.000625,2.600625,2.27526,mfcc,,,0.129688,segment,1,0.195052,,,0.9936961531639099,1,0.6955873072147369,vishing_304_63,,
,,0.000521,2.514375,2.195156,mfcc,,,0.134636,segment,1,0.184062,,,0.9936961531639099,2,0.6955873072147369,vishing_304_63,,
,,0.000573,2.436458,2.134739,mfcc,,,0.123698,segment,1,0.177448,,,0.9936961531639099,3,0.6955873072147369,vishing_304_63,,
,,0.00052,2.460937,2.163594,mfcc,,,0.1275,segment,1,0.169323,,,0.9936961531639099,4,0.6955873072147369,vishing_304_63,,
,,0.000521,2.408125,2.124219,mfcc,,,0.115416,segment,1,0.167969,,,0.9936961531639099,5,0.6955873072147369,vishing_304_63,,
,,0.000625,2.5075,2.195938,mfcc,,,0.114948,segment,1,0.195989,,,0.9936961531639099,6,0.6955873072147369,vishing_304_63,,
,,0.000521,2.415364,2.140469,mfcc,,,0.110416,segment,1,0.163958,,,0.9936961531639099,7,0.6955873072147369,vishing_304_63,,
,,0.000469,2.398125,2.122969,mfcc,,,0.111354,segment,1,0.163333,,,0.9936961531639099,8,0.6955873072147369,vishing_304_63,,
,,0.000625,2.392344,2.117344,mfcc,,,0.11125,segment,1,0.163125,,,0.9936961531639099,9,0.6955873072147369,vishing_304_63,,
,,0.000885,12.78802,1.715573,mfcc,,,0.273958,segment,1,10.797604,,,0.9999454021453857,0,0.69996178150177,vishing_617_72,,
,,0.000729,1.905989,1.623333,mfcc,,,0.118594,segment,1,0.163333,,,0.9999454021453857,1,0.69996178150177,vishing_617_72,,
,,0.000469,1.840677,1.570521,mfcc,,,0.121146,segment,1,0.148541,,,0.9999454021453857,2,0.69996178150177,vishing_617_72,,
,,0.000573,1.897865,1.584844,mfcc,,,0.168125,segment,1,0.144323,,,0.9999454021453857,3,0.69996178150177,vishing_617_72,,
,,0.000468,1.858697,1.594218,mfcc,,,0.123907,segment,1,0.140104,,,0.9999454021453857,4,0.69996178150177,vishing_617_72,,
,,0.000469,1.903021,1.616562,mfcc,,,0.139531,segment,1,0.146459,,,0.9999454021453857,5,0.69996178150177,vishing_617_72,,
,,0.000521,1.837761,1.582083,mfcc,,,0.109792,segment,1,0.145365,,,0.9999454021453857,6,0.69996178150177,vishing_617_72,,
